Bib Number,Race Type,Experienced,Dog Lover
9597,21.1,True,True
9598,21.1,False,False
9599,5.0,False,False
9600,10.0,True,False
9601,10.0,False,False
9602,21.1,False,False
9603,21.1,False,False
9604,10.0,False,False
9605,10.0,True,False
9606,5.0,False,False
9607,21.1,False,False
9608,10.0,True,True
9609,10.0,False,False
9610,21.1,False,True
9611,5.0,True,True
9612,10.0,True,True
9613,10.0,False,False
9614,21.1,False,False
9615,10.0,False,True
9616,5.0,False,False
9617,21.1,False,True
9618,10.0,False,False
9619,21.1,False,False
9620,10.0,False,False
9621,21.1,False,True
9622,21.1,True,False
9623,1.0,True,True
9624,1.0,False,True
9625,5.0,False,False
9626,21.1,True,False
9627,21.1,False,False
9628,10.0,True,False
9629,21.1,True,True
9630,5.0,False,True
9631,21.1,False,False
9632,21.1,False,True
9633,10.0,False,False
9634,5.0,True,False
9635,5.0,False,False
9636,5.0,False,False
9637,21.1,False,False
9638,1.0,False,True
9639,21.1,False,False
9640,21.1,False,True
9641,21.1,False,False
9642,10.0,True,False
9643,1.0,False,True
9644,5.0,False,False
9645,21.1,False,False
9646,21.1,False,False
9647,10.0,False,False
9648,5.0,True,False
9649,21.1,True,False
9650,21.1,False,False
9651,21.1,False,False
9652,10.0,False,False
9653,10.0,True,False
9654,21.1,False,False
9655,10.0,True,True
9656,21.1,True,False
9657,21.1,True,False
9658,10.0,False,False
9659,1.0,True,False
9660,21.1,False,False
9661,10.0,False,True
9662,10.0,True,False
9663,10.0,False,True
9664,10.0,False,False
9665,10.0,False,False
9666,21.1,True,False
9667,21.1,True,True
9668,5.0,False,False
9669,21.1,False,False
9670,10.0,False,False
9671,10.0,False,False
9672,10.0,True,False
9673,21.1,False,True
9674,10.0,False,False
9675,21.1,False,False
9676,10.0,False,False
9677,10.0,True,True
9678,10.0,False,False
9679,21.1,True,False
9680,1.0,False,False
9681,21.1,False,True
9682,1.0,False,False
9683,10.0,True,True
9684,21.1,True,False
9685,5.0,False,False
9686,21.1,True,False
9687,10.0,False,False
9688,5.0,True,False
9689,21.1,False,True
9690,10.0,False,False
9691,10.0,False,False
9692,10.0,False,False
9693,10.0,False,False
9694,21.1,False,False
9695,21.1,False,False
9696,5.0,False,False
9697,21.1,True,False
9698,10.0,True,False
9699,21.1,True,False
9700,21.1,True,False
9701,1.0,True,False
9702,21.1,True,False
9703,10.0,False,False
9704,10.0,False,True
9705,21.1,False,False
9706,10.0,True,True
9707,10.0,True,False
9708,1.0,False,False
9709,21.1,False,False
9710,10.0,True,False
9711,10.0,False,False
9712,10.0,True,True
9713,10.0,False,False
9714,10.0,True,False
9715,10.0,False,True
9716,21.1,False,False
9717,10.0,False,False
9718,10.0,True,False
9719,10.0,True,False
9720,5.0,True,False
9721,10.0,False,True
9722,21.1,False,False
9723,21.1,False,False
9724,5.0,False,False
9725,21.1,False,False
9726,21.1,False,False
9727,5.0,False,False
9728,21.1,False,False
9729,10.0,False,False
9730,5.0,False,False
9731,21.1,False,False
9732,21.1,False,False
9733,1.0,False,False
9734,21.1,False,True
9735,21.1,False,False
9736,10.0,False,False
9737,5.0,False,False
9738,21.1,False,False
9739,10.0,True,False
9740,1.0,False,False
9741,21.1,False,False
9742,21.1,False,True
9743,21.1,False,False
9744,21.1,False,False
9745,5.0,False,False
9746,10.0,True,False
9747,21.1,False,False
9748,10.0,False,False
9749,21.1,False,True
9750,21.1,True,True
9751,21.1,True,True
9752,5.0,False,True
9753,21.1,False,True
9754,21.1,False,False
9755,10.0,False,False
9756,10.0,False,False
9757,5.0,False,True
9758,5.0,False,True
9759,10.0,True,False
9760,10.0,False,False
9761,10.0,False,False
9762,1.0,False,False
9763,21.1,False,False
9764,10.0,True,False
9765,5.0,False,False
9766,21.1,False,True
9767,21.1,False,False
9768,21.1,False,False
9769,21.1,False,True
9770,10.0,False,False
9771,21.1,True,False
9772,21.1,False,False
9773,10.0,False,True
9774,21.1,False,False
9775,10.0,False,False
9776,21.1,False,True
9777,5.0,False,False
9778,5.0,True,False
9779,10.0,False,False
9780,21.1,False,False
9781,10.0,True,False
9782,21.1,False,False
9783,1.0,False,False
9784,10.0,False,False
9785,21.1,False,False
9786,1.0,True,True
9787,21.1,False,False
9788,10.0,True,False
9789,21.1,False,False
9790,10.0,True,False
9791,21.1,False,False
9792,10.0,False,True
9793,5.0,True,False
9794,5.0,False,False
9795,21.1,False,False
9796,10.0,True,True
9797,10.0,True,True
9798,10.0,False,False
9799,21.1,False,False
9800,21.1,True,False
9801,21.1,False,False
9802,10.0,False,True
9803,10.0,False,False
9804,10.0,False,False
9805,10.0,False,False
9806,1.0,True,False
9807,1.0,False,False
9808,10.0,False,False
9809,10.0,False,False
9810,10.0,True,False
9811,10.0,False,True
9812,10.0,False,False
9813,10.0,False,False
9814,10.0,False,True
9815,1.0,False,False
9816,10.0,False,False
9817,5.0,False,False
9818,21.1,True,False
9819,10.0,False,False
9820,21.1,False,False
9821,1.0,False,False
9822,1.0,False,True
9823,5.0,False,False
9824,5.0,False,False
9825,10.0,True,False
9826,21.1,False,False
9827,21.1,False,False
9828,10.0,False,False
9829,10.0,False,False
9830,21.1,False,False
9831,21.1,False,False
9832,21.1,False,False
9833,1.0,False,False
9834,21.1,False,True
9835,10.0,False,True
9836,21.1,False,False
9837,10.0,False,False
9838,21.1,False,False
9839,10.0,False,True
9840,10.0,False,False
9841,10.0,True,False
9842,1.0,False,False
9843,10.0,False,True
9844,1.0,False,False
9845,10.0,False,False
9846,10.0,False,False
9847,21.1,False,False
9848,10.0,True,False
9849,21.1,True,False
9850,21.1,False,False
9851,5.0,False,False
9852,5.0,False,True
9853,21.1,False,False
9854,5.0,False,False
9855,21.1,False,False
9856,10.0,True,False
9857,21.1,False,False
9858,21.1,False,False
9859,21.1,False,False
9860,5.0,False,False
9861,5.0,False,False
9862,5.0,False,False
9863,10.0,False,False
9864,10.0,True,False
9865,1.0,True,True
9866,21.1,False,False
9867,10.0,False,False
9868,10.0,True,True
9869,5.0,True,False
9870,10.0,False,False
9871,10.0,False,False
9872,21.1,False,False
9873,21.1,False,False
9874,21.1,False,False
9875,21.1,False,False
9876,21.1,True,False
9877,10.0,False,False
9878,5.0,False,False
9879,1.0,False,False
9880,21.1,True,True
9881,10.0,True,False
9882,10.0,False,False
9883,21.1,False,True
9884,21.1,False,False
9885,21.1,False,True
9886,10.0,False,True
9887,10.0,False,False
9888,5.0,False,True
9889,21.1,False,False
9890,21.1,False,False
9891,10.0,False,False
9892,5.0,False,True
9893,10.0,False,False
9894,5.0,False,False
9895,1.0,False,False
9896,5.0,False,False
9897,5.0,False,False
9898,5.0,False,False
9899,21.1,True,False
9900,1.0,False,False
9901,21.1,True,True
9902,10.0,False,False
9903,10.0,False,False
9904,5.0,True,False
9905,10.0,False,True
9906,5.0,True,True
9907,5.0,True,False
9908,21.1,False,False
9909,10.0,False,False
9910,21.1,False,False
9911,10.0,False,False
9912,21.1,False,False
9913,1.0,False,False
9914,10.0,False,False
9915,1.0,False,False
9916,10.0,False,False
9917,1.0,True,True
9918,1.0,False,False
9919,5.0,False,True
9920,10.0,True,False
9921,21.1,True,True
9922,1.0,False,False
9923,10.0,False,True
9924,21.1,False,False
9925,21.1,False,False
9926,21.1,False,False
9927,21.1,True,True
9928,10.0,False,False
9929,10.0,False,True
9930,5.0,False,True
9931,10.0,True,False
9932,5.0,True,True
9933,10.0,False,True
9934,5.0,False,True
9935,21.1,False,False
9936,21.1,True,False
9937,21.1,False,False
9938,21.1,False,False
9939,21.1,False,False
9940,1.0,False,False
9941,21.1,True,False
9942,1.0,True,False
9943,10.0,False,False
9944,10.0,False,False
9945,10.0,False,False
9946,10.0,True,False
9947,21.1,False,False
9948,10.0,False,False
9949,21.1,True,False
9950,5.0,True,False
9951,5.0,False,True
9952,21.1,False,False
9953,10.0,False,False
9954,21.1,False,False
9955,1.0,False,False
9956,21.1,False,False
9957,10.0,False,False
9958,1.0,False,False
9959,21.1,False,False
9960,10.0,False,False
9961,21.1,False,False
9962,21.1,False,False
9963,21.1,False,False
9964,5.0,True,False
9965,1.0,False,True
9966,10.0,True,False
9967,21.1,True,False
9968,5.0,True,False
9969,10.0,False,True
9970,21.1,False,False
9971,10.0,True,False
9972,10.0,False,True
9973,5.0,False,False
9974,21.1,False,False
9975,10.0,False,True
9976,10.0,False,True
9977,10.0,False,False
9978,21.1,False,False
9979,10.0,False,False
9980,21.1,False,False
9981,21.1,False,False
9982,21.1,False,False
9983,21.1,False,True
9984,10.0,True,False
9985,10.0,False,False
9986,10.0,True,False
9987,10.0,True,False
9988,21.1,True,False
9989,10.0,True,True
9990,10.0,False,True
9991,10.0,False,False
9992,5.0,False,False
9993,21.1,False,False
9994,21.1,False,False
9995,5.0,False,False
9996,10.0,False,True
9997,21.1,False,False
9998,1.0,False,False
9999,1.0,False,False
10000,10.0,False,False
10001,21.1,True,False
10002,10.0,False,False
10003,5.0,False,False
10004,5.0,False,False
10005,21.1,True,False
10006,10.0,False,False
10007,5.0,False,True
10008,10.0,False,False
10009,1.0,True,False
10010,5.0,False,False
10011,10.0,False,False
10012,21.1,False,False
10013,10.0,True,False
10014,21.1,False,False
10015,21.1,False,False
10016,1.0,False,False
10017,10.0,False,False
10018,1.0,True,False
10019,21.1,False,False
10020,21.1,False,True
10021,10.0,False,True
10022,21.1,False,True
10023,5.0,False,False
10024,21.1,False,True
10025,10.0,False,True
10026,10.0,False,False
10027,21.1,True,True
10028,5.0,True,False
10029,21.1,False,True
10030,10.0,False,False
10031,21.1,False,False
10032,21.1,False,True
10033,10.0,False,False
10034,21.1,False,False
10035,21.1,False,False
10036,1.0,False,False
10037,5.0,True,False
10038,1.0,False,False
10039,21.1,True,False
10040,21.1,False,True
10041,21.1,False,False
10042,10.0,False,False
10043,21.1,False,True
10044,21.1,True,False
10045,1.0,True,False
10046,21.1,True,True
10047,21.1,False,False
10048,5.0,False,False
10049,10.0,False,False
10050,5.0,True,False
10051,1.0,False,False
10052,21.1,False,False
10053,5.0,False,False
10054,10.0,True,False
10055,21.1,False,False
10056,10.0,False,False
10057,21.1,True,True
10058,5.0,False,False
10059,10.0,False,True
10060,21.1,False,False
10061,1.0,True,False
10062,10.0,False,False
10063,10.0,False,True
10064,10.0,True,False
10065,21.1,False,False
10066,21.1,False,True
10067,10.0,False,True
10068,21.1,False,False
10069,10.0,False,True
10070,10.0,False,True
10071,10.0,True,False
10072,21.1,False,False
10073,10.0,False,False
10074,10.0,False,False
10075,10.0,True,False
10076,21.1,True,True
10077,21.1,False,True
10078,10.0,True,False
10079,21.1,True,False
10080,10.0,False,False
10081,10.0,False,False
10082,5.0,False,False
10083,10.0,False,False
10084,21.1,True,False
10085,10.0,False,False
10086,21.1,False,False
10087,21.1,False,False
10088,21.1,True,False
10089,21.1,False,False
10090,10.0,False,True
10091,5.0,False,False
10092,10.0,False,False
10093,10.0,True,True
10094,10.0,False,True
10095,21.1,False,False
10096,21.1,True,True
10097,10.0,False,False
10098,21.1,False,False
10099,10.0,False,False
10100,21.1,False,False
10101,10.0,False,True
10102,10.0,True,False
10103,21.1,False,False
10104,10.0,False,True
10105,10.0,False,False
10106,5.0,False,False
10107,21.1,False,False
10108,10.0,False,True
10109,21.1,False,False
10110,10.0,True,False
10111,21.1,False,False
10112,21.1,False,True
10113,21.1,False,False
10114,21.1,False,True
10115,21.1,True,True
10116,21.1,True,False
10117,5.0,False,True
10118,5.0,True,False
10119,21.1,False,False
10120,21.1,False,False
10121,21.1,False,False
10122,21.1,True,True
10123,10.0,False,False
10124,5.0,False,False
10125,10.0,False,False
10126,10.0,False,False
10127,21.1,True,True
10128,10.0,True,False
10129,10.0,False,False
10130,21.1,True,False
10131,21.1,False,False
10132,5.0,False,False
10133,10.0,False,False
10134,10.0,False,False
10135,10.0,False,False
10136,21.1,True,False
10137,5.0,False,False
10138,10.0,True,False
10139,21.1,False,False
10140,10.0,False,False
10141,10.0,False,False
10142,10.0,True,False
10143,10.0,True,False
10144,10.0,False,False
10145,10.0,False,False
10146,5.0,True,False
10147,1.0,False,False
10148,21.1,True,False
10149,21.1,True,False
10150,5.0,True,False
10151,1.0,False,True
10152,10.0,False,False
10153,21.1,False,False
10154,1.0,True,False
10155,10.0,True,False
10156,1.0,False,False
10157,21.1,False,False
10158,21.1,False,False
10159,10.0,False,False
10160,21.1,False,False
10161,21.1,False,False
10162,10.0,False,False
10163,1.0,True,False
10164,21.1,False,True
10165,10.0,False,False
10166,10.0,True,True
10167,10.0,False,False
10168,21.1,False,False
10169,10.0,True,False
10170,10.0,False,False
10171,10.0,True,False
10172,10.0,True,False
10173,21.1,False,False
10174,21.1,False,False
10175,21.1,False,False
10176,21.1,False,True
10177,1.0,False,False
10178,10.0,False,False
10179,10.0,False,False
10180,10.0,False,False
10181,10.0,True,True
10182,21.1,True,False
10183,21.1,False,False
10184,10.0,True,False
10185,5.0,False,False
10186,1.0,False,False
10187,21.1,False,True
10188,21.1,False,False
10189,21.1,False,False
10190,1.0,False,False
10191,1.0,False,False
10192,5.0,False,False
10193,21.1,False,True
10194,21.1,False,False
10195,10.0,False,False
10196,10.0,False,False
10197,21.1,False,False
10198,21.1,True,True
10199,21.1,False,False
10200,21.1,False,False
10201,21.1,False,False
10202,1.0,False,False
10203,10.0,False,False
10204,1.0,True,False
10205,10.0,False,True
10206,21.1,False,False
10207,21.1,True,True
10208,21.1,False,False
10209,21.1,False,False
10210,21.1,False,False
10211,10.0,False,False
10212,10.0,True,False
10213,10.0,False,False
10214,10.0,False,False
10215,21.1,True,False
10216,10.0,False,False
10217,5.0,True,False
10218,21.1,False,False
10219,21.1,True,False
10220,21.1,False,False
10221,10.0,False,True
10222,10.0,False,False
10223,21.1,True,False
10224,10.0,True,False
10225,10.0,False,False
10226,1.0,False,False
10227,21.1,False,False
10228,5.0,True,False
10229,10.0,False,True
10230,21.1,False,False
10231,10.0,True,False
10232,21.1,False,False
10233,5.0,True,False
10234,21.1,False,False
10235,5.0,False,False
10236,10.0,False,True
10237,21.1,False,False
10238,21.1,False,False
10239,1.0,False,False
10240,21.1,False,True
10241,10.0,True,False
10242,21.1,False,True
10243,21.1,False,True
10244,21.1,True,False
10245,5.0,True,False
10246,10.0,True,False
10247,21.1,False,False
10248,10.0,True,False
10249,1.0,False,False
10250,21.1,False,False
10251,21.1,False,False
10252,21.1,False,False
10253,10.0,True,False
10254,21.1,False,False
10255,5.0,False,False
10256,21.1,False,True
10257,21.1,False,True
10258,21.1,False,False
10259,10.0,False,False
10260,10.0,False,False
10261,21.1,False,False
10262,21.1,False,False
10263,5.0,False,False
10264,21.1,True,False
10265,5.0,False,False
10266,5.0,False,True
10267,21.1,False,False
10268,5.0,True,False
10269,10.0,False,False
10270,21.1,True,False
10271,21.1,False,False
10272,21.1,False,False
10273,1.0,False,True
10274,21.1,True,False
10275,1.0,False,False
10276,21.1,False,True
10277,21.1,False,False
10278,21.1,True,False
10279,21.1,False,False
10280,5.0,False,False
10281,5.0,False,False
10282,10.0,False,False
10283,10.0,False,False
10284,10.0,False,False
10285,5.0,False,False
10286,5.0,True,False
10287,10.0,False,False
10288,21.1,False,False
10289,10.0,False,False
10290,10.0,False,False
10291,5.0,False,False
10292,10.0,False,True
10293,10.0,False,False
10294,10.0,False,False
10295,10.0,False,False
10296,5.0,True,False
10297,21.1,False,False
10298,10.0,False,False
10299,10.0,False,True
10300,10.0,False,True
10301,5.0,False,True
10302,21.1,False,False
10303,21.1,True,True
10304,5.0,False,False
10305,21.1,False,False
10306,10.0,False,False
10307,21.1,False,False
10308,10.0,False,True
10309,21.1,False,False
10310,21.1,False,False
10311,10.0,False,False
10312,21.1,False,False
10313,21.1,False,False
10314,21.1,False,True
10315,10.0,True,False
10316,21.1,False,False
10317,5.0,False,False
10318,10.0,True,True
10319,21.1,True,False
10320,21.1,False,False
10321,5.0,False,False
10322,21.1,False,False
10323,5.0,False,False
10324,10.0,False,False
10325,10.0,False,False
10326,10.0,False,False
10327,21.1,False,False
10328,5.0,False,False
10329,10.0,False,False
10330,21.1,False,False
10331,21.1,True,False
10332,1.0,False,True
10333,10.0,True,False
10334,21.1,False,False
10335,1.0,False,False
10336,5.0,False,True
10337,10.0,False,False
10338,10.0,False,False
10339,10.0,True,True
10340,10.0,False,False
10341,10.0,False,False
10342,21.1,False,False
10343,5.0,False,False
10344,10.0,False,False
10345,21.1,False,False
10346,10.0,False,False
10347,21.1,False,False
10348,1.0,False,False
10349,5.0,False,True
10350,21.1,False,False
10351,21.1,True,True
10352,10.0,False,False
10353,21.1,True,False
10354,5.0,False,True
10355,10.0,False,False
10356,1.0,True,True
10357,1.0,True,False
10358,10.0,False,False
10359,21.1,True,False
10360,21.1,True,False
10361,21.1,True,False
10362,21.1,False,False
10363,21.1,False,False
10364,21.1,False,False
10365,21.1,False,False
10366,21.1,False,False
10367,5.0,False,False
10368,21.1,False,False
10369,21.1,False,False
10370,5.0,False,False
10371,10.0,False,False
10372,21.1,True,False
10373,21.1,True,False
10374,5.0,True,False
10375,21.1,False,True
10376,1.0,False,False
10377,10.0,False,True
10378,5.0,False,False
10379,21.1,False,False
10380,10.0,False,False
10381,21.1,True,False
10382,10.0,False,False
10383,10.0,True,True
10384,5.0,False,False
10385,5.0,False,False
10386,10.0,False,False
10387,21.1,False,False
10388,5.0,False,False
10389,1.0,False,False
10390,10.0,False,False
10391,10.0,True,False
10392,21.1,False,False
10393,10.0,False,True
10394,21.1,False,False
10395,1.0,False,True
10396,10.0,False,False
10397,21.1,False,False
10398,21.1,False,True
10399,5.0,False,False
10400,1.0,False,False
10401,10.0,False,True
10402,21.1,False,False
10403,21.1,False,False
10404,10.0,False,False
10405,5.0,False,True
10406,21.1,True,False
10407,10.0,False,True
10408,21.1,True,False
10409,10.0,True,False
10410,1.0,False,False
10411,10.0,True,False
10412,21.1,True,True
10413,5.0,False,False
10414,21.1,True,False
10415,10.0,False,True
10416,21.1,False,False
10417,1.0,False,False
10418,5.0,False,False
10419,21.1,False,False
10420,10.0,False,False
10421,10.0,False,False
10422,21.1,False,False
10423,21.1,False,False
10424,10.0,False,False
10425,10.0,True,False
10426,21.1,False,False
10427,10.0,False,False
10428,21.1,False,True
10429,5.0,True,False
10430,10.0,False,False
10431,10.0,False,False
10432,21.1,False,False
10433,5.0,True,True
10434,10.0,False,False
10435,21.1,False,False
10436,21.1,False,False
10437,21.1,False,False
10438,10.0,False,False
10439,1.0,True,False
10440,21.1,False,False
10441,1.0,False,False
10442,10.0,False,False
10443,5.0,True,False
10444,10.0,False,True
10445,5.0,True,False
10446,10.0,True,False
10447,21.1,False,False
10448,5.0,False,False
10449,10.0,False,False
10450,10.0,False,False
10451,21.1,False,False
10452,21.1,False,False
10453,21.1,False,False
10454,10.0,True,False
10455,1.0,False,False
10456,21.1,False,True
10457,1.0,True,False
10458,1.0,True,True
10459,21.1,False,False
10460,10.0,False,False
10461,10.0,False,False
10462,21.1,False,False
10463,21.1,False,False
10464,21.1,False,False
10465,21.1,False,False
10466,5.0,False,False
10467,10.0,True,False
10468,21.1,False,False
10469,21.1,True,False
10470,21.1,False,True
10471,5.0,False,False
10472,10.0,False,False
10473,1.0,False,False
10474,10.0,True,False
10475,10.0,False,False
10476,10.0,True,False
10477,10.0,False,True
10478,10.0,False,False
10479,10.0,False,True
10480,10.0,False,False
10481,5.0,True,False
10482,10.0,False,True
10483,21.1,False,True
10484,10.0,False,True
10485,10.0,False,True
10486,5.0,False,False
10487,1.0,True,True
10488,21.1,True,False
10489,5.0,False,True
10490,10.0,False,False
10491,10.0,False,False
10492,10.0,False,False
10493,21.1,False,True
10494,5.0,False,False
10495,5.0,False,True
10496,1.0,False,False
10497,21.1,False,False
10498,21.1,True,True
10499,21.1,False,True
10500,21.1,True,False
10501,21.1,False,False
10502,5.0,True,True
10503,1.0,True,False
10504,10.0,False,False
10505,10.0,True,False
10506,10.0,False,False
10507,21.1,False,False
10508,5.0,False,False
10509,21.1,False,False
10510,21.1,True,False
10511,5.0,False,False
10512,21.1,False,False
10513,21.1,True,False
10514,10.0,True,False
10515,10.0,False,False
10516,10.0,True,False
10517,21.1,False,False
10518,21.1,False,False
10519,21.1,True,False
10520,10.0,False,False
10521,21.1,False,False
10522,21.1,False,False
10523,21.1,True,False
10524,5.0,False,True
10525,21.1,True,False
10526,21.1,False,False
10527,21.1,False,False
10528,10.0,False,False
10529,21.1,False,False
10530,21.1,False,False
10531,10.0,False,False
10532,21.1,True,False
10533,10.0,True,False
10534,21.1,False,False
10535,21.1,False,True
10536,5.0,False,True
10537,10.0,False,False
10538,21.1,True,False
10539,10.0,True,False
10540,10.0,False,False
10541,21.1,True,False
10542,5.0,False,False
10543,10.0,False,False
10544,10.0,True,True
10545,21.1,False,False
10546,5.0,False,False
10547,5.0,True,False
10548,21.1,False,True
10549,21.1,False,False
10550,21.1,False,False
10551,5.0,False,False
10552,10.0,False,True
10553,21.1,False,False
10554,21.1,True,False
10555,21.1,False,False
10556,1.0,False,True
10557,10.0,False,False
10558,10.0,False,False
10559,5.0,True,False
10560,1.0,True,True
10561,10.0,False,True
10562,21.1,False,False
10563,21.1,False,False
10564,1.0,False,True
10565,21.1,False,False
10566,10.0,True,False
10567,21.1,False,True
10568,10.0,False,False
10569,21.1,False,False
10570,10.0,False,True
10571,21.1,True,True
10572,5.0,False,False
10573,1.0,False,False
10574,10.0,True,True
10575,10.0,False,False
10576,10.0,False,False
10577,10.0,False,False
10578,1.0,True,False
10579,10.0,False,True
10580,10.0,False,False
10581,10.0,True,False
10582,5.0,False,True
10583,5.0,True,False
10584,21.1,False,False
10585,21.1,False,False
10586,10.0,False,False
10587,10.0,False,True
10588,5.0,True,False
10589,5.0,True,True
10590,1.0,False,False
10591,21.1,False,False
10592,5.0,True,False
10593,1.0,False,False
10594,5.0,False,False
10595,10.0,False,False
10596,5.0,False,True
10597,21.1,False,False
10598,21.1,True,False
10599,10.0,False,False
10600,21.1,False,False
10601,10.0,False,False
10602,10.0,False,False
10603,21.1,False,False
10604,21.1,False,True
10605,10.0,False,False
10606,10.0,False,False
10607,21.1,False,False
10608,21.1,False,True
10609,21.1,True,False
10610,21.1,False,True
10611,21.1,False,False
10612,10.0,True,False
10613,1.0,False,False
10614,21.1,True,False
10615,21.1,False,True
10616,10.0,False,False
10617,21.1,False,False
10618,21.1,True,True
10619,10.0,True,False
10620,10.0,False,False
10621,21.1,False,False
10622,5.0,False,False
10623,21.1,False,False
10624,5.0,False,False
10625,10.0,False,False
10626,5.0,False,False
10627,10.0,False,True
10628,5.0,False,False
10629,5.0,False,False
10630,21.1,False,False
10631,10.0,False,False
10632,10.0,False,False
10633,21.1,False,False
10634,10.0,False,True
10635,10.0,False,False
10636,10.0,False,True
10637,21.1,False,False
10638,10.0,False,True
10639,5.0,False,False
10640,10.0,False,False
10641,21.1,True,False
10642,10.0,True,False
10643,21.1,False,False
10644,21.1,True,True
10645,10.0,False,False
10646,1.0,False,False
10647,10.0,False,False
10648,10.0,False,False
10649,10.0,False,False
10650,21.1,False,False
10651,10.0,False,False
10652,21.1,True,True
10653,5.0,False,False
10654,21.1,False,False
10655,21.1,False,False
10656,5.0,False,False
10657,21.1,False,False
10658,21.1,False,True
10659,21.1,False,False
10660,1.0,False,False
10661,21.1,False,False
10662,21.1,False,False
10663,21.1,False,False
10664,10.0,True,True
10665,5.0,True,False
10666,10.0,False,False
10667,10.0,True,False
10668,21.1,False,False
10669,10.0,True,False
10670,10.0,False,False
10671,5.0,False,False
10672,21.1,False,False
10673,5.0,False,False
10674,1.0,False,False
10675,21.1,False,False
10676,21.1,True,True
10677,21.1,False,True
10678,10.0,False,False
10679,21.1,False,True
10680,21.1,True,False
10681,10.0,False,False
10682,10.0,False,False
10683,21.1,False,False
10684,10.0,False,False
10685,10.0,False,False
10686,1.0,False,True
10687,21.1,False,False
10688,5.0,False,False
10689,21.1,False,False
10690,5.0,False,False
10691,21.1,False,False
10692,10.0,False,False
10693,10.0,False,False
10694,21.1,False,False
10695,21.1,True,True
10696,21.1,False,False
10697,10.0,False,False
10698,21.1,False,True
10699,21.1,True,False
10700,10.0,False,False
10701,21.1,False,False
10702,10.0,True,False
10703,5.0,False,False
10704,21.1,False,False
10705,10.0,False,False
10706,21.1,True,False
10707,21.1,False,False
10708,21.1,True,False
10709,5.0,True,False
10710,21.1,True,False
10711,10.0,False,False
10712,10.0,False,False
10713,21.1,True,True
10714,5.0,True,True
10715,1.0,False,False
10716,21.1,False,False
10717,21.1,False,False
10718,10.0,False,True
10719,21.1,False,False
10720,10.0,False,False
10721,21.1,False,True
10722,10.0,False,False
10723,21.1,False,False
10724,1.0,True,False
10725,21.1,False,False
10726,1.0,True,True
10727,10.0,False,False
10728,5.0,False,False
10729,21.1,True,False
10730,5.0,False,False
10731,21.1,False,False
10732,5.0,True,False
10733,1.0,False,False
10734,21.1,False,False
10735,5.0,False,False
10736,21.1,False,False
10737,21.1,False,True
10738,1.0,False,False
10739,21.1,True,False
10740,21.1,True,False
10741,10.0,True,False
10742,10.0,True,True
10743,10.0,False,False
10744,21.1,False,False
10745,21.1,False,False
10746,21.1,False,False
10747,10.0,True,False
10748,21.1,False,False
10749,21.1,False,True
10750,10.0,False,False
10751,21.1,False,True
10752,21.1,False,False
10753,21.1,False,False
10754,10.0,False,False
10755,10.0,False,False
10756,1.0,False,False
10757,21.1,True,False
10758,10.0,False,False
10759,21.1,False,False
10760,1.0,False,False
10761,21.1,True,True
10762,1.0,False,True
10763,21.1,False,True
10764,1.0,False,False
10765,21.1,False,False
10766,5.0,False,True
10767,1.0,False,False
10768,21.1,False,False
10769,10.0,False,False
10770,21.1,True,False
10771,5.0,False,False
10772,5.0,False,False
10773,21.1,False,False
10774,5.0,False,False
10775,1.0,False,False
10776,10.0,False,False
10777,21.1,False,True
10778,21.1,False,False
10779,10.0,True,False
10780,10.0,False,False
10781,21.1,True,True
10782,10.0,False,False
10783,10.0,True,False
10784,10.0,False,False
10785,21.1,True,False
10786,5.0,False,False
10787,21.1,False,False
10788,21.1,True,False
10789,5.0,False,False
10790,5.0,False,True
10791,5.0,True,False
10792,21.1,False,False
10793,21.1,False,False
10794,1.0,False,False
10795,21.1,False,False
10796,10.0,False,False
10797,10.0,False,True
10798,5.0,True,False
10799,21.1,False,False
10800,5.0,True,False
10801,10.0,False,False
10802,5.0,False,False
10803,21.1,False,False
10804,21.1,False,False
10805,1.0,False,False
10806,10.0,False,False
10807,21.1,True,False
10808,21.1,False,True
10809,10.0,False,False
10810,21.1,False,False
10811,5.0,False,False
10812,10.0,False,True
10813,10.0,True,False
10814,10.0,False,False
10815,10.0,False,False
10816,10.0,False,False
10817,10.0,True,False
10818,10.0,False,False
10819,5.0,False,False
10820,1.0,False,True
10821,1.0,False,False
10822,21.1,False,True
10823,5.0,False,False
10824,21.1,False,False
10825,21.1,False,True
10826,1.0,False,True
10827,5.0,False,True
10828,21.1,False,False
10829,21.1,False,False
10830,21.1,False,False
10831,21.1,False,True
10832,1.0,False,True
10833,21.1,False,False
10834,21.1,True,False
10835,10.0,False,False
10836,21.1,False,False
10837,21.1,False,True
10838,1.0,True,True
10839,10.0,True,False
10840,21.1,False,False
10841,10.0,False,True
10842,10.0,False,False
10843,10.0,False,False
10844,21.1,False,False
10845,10.0,False,False
10846,10.0,False,False
10847,10.0,False,False
10848,10.0,False,False
10849,21.1,True,True
10850,1.0,False,False
10851,21.1,True,True
10852,1.0,False,False
10853,21.1,False,False
10854,21.1,False,True
10855,5.0,False,False
10856,5.0,False,False
10857,5.0,False,False
10858,10.0,True,False
10859,21.1,False,True
10860,21.1,False,True
10861,5.0,False,False
10862,10.0,False,True
10863,10.0,False,True
10864,21.1,True,False
10865,21.1,False,False
10866,21.1,False,False
